mensaje_id,codif_macro_1,codif_macro_2,codif_micro_1,codif_micro_2
FB_5316,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_26114,C. Politics,A. Programático,5b. Ataque (global),1a. Programática - Postura
FB_7673,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
FB_6250,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_23902,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial) | 5b. Ataque (global),5b. Ataque (global)
TW_22199,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios | 1a. Programática - Postura
TW_1708,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura
TW_20614,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios
TW_10894,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_15433,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña | 8. Interacción con usuarios
FB_3991,D. Otros,D. Otros,9. Utilidad pública | 1a. Programática - Postura,9. Utilidad pública
FB_5227,B. Campaña,B. Campaña,2. Eventos de campaña,3. Movilización de recursos
TW_13072,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura
FB_319,B. Campaña,B. Campaña,2. Eventos de campaña | 6a. Referencia positiva (cand. presidencial),2. Eventos de campaña
FB_9315,B. Campaña,B. Campaña,3. Movilización de recursos,3. Movilización de recursos
TW_9871,D. Otros,B. Campaña,8. Interacción con usuarios,2. Eventos de campaña
TW_22035,A. Programático,A. Programático,1b. Programática - Propuesta | 3. Movilización de recursos,1b. Programática - Propuesta
TW_5876,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios
TW_19430,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial)
FB_6234,C. Politics,B. Campaña,6f. Referencia positiva (otros) | 7b. Personal (aptitudes),2. Eventos de campaña
TW_3435,B. Campaña,B. Campaña,3. Movilización de recursos,3. Movilización de recursos
FB_9091,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_26969,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios
TW_24440,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña | 1b. Programática - Propuesta
TW_25591,D. Otros,A. Programático,N/A (imposible de determinar),1a. Programática - Postura
TW_19347,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial) | 5a. Ataque (personal),6a. Referencia positiva (cand. presidencial)
TW_7001,D. Otros,C. Politics,9. Utilidad pública | 6b. Referencia positiva (partido),6f. Referencia positiva (otros)
TW_5571,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial)
TW_23719,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial) | 10. Aparición en medios,6a. Referencia positiva (cand. presidencial)
TW_16126,C. Politics,C. Politics,5c. Ataque (otros),5b. Ataque (global)
TW_15366,C. Politics,A. Programático,1a. Programática - Postura,1b. Programática - Propuesta | 3. Movilización de recursos
TW_20295,D. Otros,D. Otros,7a. Personal (trivial),7a. Personal (trivial)
FB_518,C. Politics,B. Campaña,6b. Referencia positiva (partido),2. Eventos de campaña
TW_3454,B. Campaña,B. Campaña,2. Eventos de campaña | 1b. Programática - Propuesta,2. Eventos de campaña
TW_22179,B. Campaña,D. Otros,4. Endorsements,N/A (imposible de determinar)
TW_323,C. Politics,C. Politics,5a. Ataque (personal),5a. Ataque (personal)
TW_9348,C. Politics,C. Politics,4. Endorsements,4. Endorsements
TW_8554,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_5373,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial)
TW_25767,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios
FB_4398,B. Campaña,B. Campaña,2. Eventos de campaña,3. Movilización de recursos
TW_27259,C. Politics,C. Politics,5c. Ataque (otros),5b. Ataque (global)
FB_453,B. Campaña,B. Campaña,3. Movilización de recursos,2. Eventos de campaña
FB_7381,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_2004,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_19676,C. Politics,B. Campaña,6a. Referencia positiva (cand. presidencial),4. Endorsements | 3. Movilización de recursos
FB_4407,C. Politics,B. Campaña,6d. Referencia positiva (gobierno),4. Endorsements
TW_6030,NA,A. Programático,N/A (imposible de determinar),1a. Programática - Postura
TW_8957,C. Politics,B. Campaña,6c. Referencia positiva (coalición),3. Movilización de recursos
TW_27169,A. Programático,D. Otros,1a. Programática - Postura,7a. Personal (trivial)
TW_5742,B. Campaña,B. Campaña,3. Movilización de recursos,3. Movilización de recursos
TW_13994,D. Otros,D. Otros,6f. Referencia positiva (otros),7a. Personal (trivial)
FB_871,B. Campaña,B. Campaña,10. Aparición en medios,10. Aparición en medios
TW_19978,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial)
FB_3111,A. Programático,A. Programático,1a. Programática - Postura,1b. Programática - Propuesta
TW_16608,A. Programático,B. Campaña,1a. Programática - Postura,3. Movilización de recursos
TW_12763,D. Otros,D. Otros,7a. Personal (trivial),9. Utilidad pública
TW_10644,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios
TW_12940,C. Politics,C. Politics,6d. Referencia positiva (gobierno),6d. Referencia positiva (gobierno)
FB_1512,B. Campaña,C. Politics,10. Aparición en medios,5a. Ataque (personal) | 1a. Programática - Postura
FB_1670,C. Politics,C. Politics,5a. Ataque (personal),5a. Ataque (personal) | 1a. Programática - Postura
TW_16681,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_7105,D. Otros,A. Programático,9. Utilidad pública,1b. Programática - Propuesta | 9. Utilidad pública
TW_1337,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios
TW_12564,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios
TW_3511,C. Politics,B. Campaña,6a. Referencia positiva (cand. presidencial),3. Movilización de recursos | 6a. Referencia positiva (cand. presidencial)
TW_11359,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial)
TW_2685,C. Politics,C. Politics,1a. Programática - Postura | 1b. Programática - Propuesta,5b. Ataque (global)
TW_18461,D. Otros,B. Campaña,8. Interacción con usuarios,4. Endorsements
TW_256,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios
TW_13605,C. Politics,A. Programático,5a. Ataque (personal),1a. Programática - Postura
TW_15211,B. Campaña,B. Campaña,3. Movilización de recursos,3. Movilización de recursos
TW_19234,C. Politics,C. Politics,5a. Ataque (personal) | 6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial)
TW_18096,C. Politics,B. Campaña,6b. Referencia positiva (partido) | 6a. Referencia positiva (cand. presidencial),3. Movilización de recursos
TW_14289,D. Otros,A. Programático,N/A (imposible de determinar),1a. Programática - Postura
FB_6573,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_18792,D. Otros,D. Otros,7a. Personal (trivial),7a. Personal (trivial)
TW_19948,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial)
FB_9123,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_2210,D. Otros,D. Otros,7a. Personal (trivial),7a. Personal (trivial)
TW_8855,B. Campaña,B. Campaña,3. Movilización de recursos,3. Movilización de recursos
FB_3466,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_1966,B. Campaña,C. Politics,2. Eventos de campaña,6e. Referencia positiva (comp. lista)
TW_8161,D. Otros,D. Otros,8. Interacción con usuarios,N/A (imposible de determinar)
TW_27247,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura
TW_19342,A. Programático,A. Programático,1a. Programática - Postura | 8. Interacción con usuarios,1a. Programática - Postura
TW_5935,A. Programático,D. Otros,1b. Programática - Propuesta | 6a. Referencia positiva (cand. presidencial),8. Interacción con usuarios
TW_569,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial)
FB_8083,B. Campaña,B. Campaña,2. Eventos de campaña | 7a. Personal (trivial),2. Eventos de campaña
TW_2796,C. Politics,D. Otros,5a. Ataque (personal) | 4. Endorsements,5a. Ataque (personal)
FB_930,B. Campaña,B. Campaña,4. Endorsements,4. Endorsements
TW_16513,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios
TW_21835,B. Campaña,C. Politics,3. Movilización de recursos,4. Endorsements
FB_9602,B. Campaña,B. Campaña,2. Eventos de campaña | 10. Aparición en medios,2. Eventos de campaña
TW_18288,D. Otros,B. Campaña,8. Interacción con usuarios,4. Endorsements | 8. Interacción con usuarios
FB_388,A. Programático,D. Otros,1a. Programática - Postura,7b. Personal (aptitudes)
TW_927,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña | 6a. Referencia positiva (cand. presidencial)
TW_25529,A. Programático,A. Programático,1a. Programática - Postura,1b. Programática - Propuesta
TW_19966,C. Politics,B. Campaña,3. Movilización de recursos,6a. Referencia positiva (cand. presidencial)
FB_1741,B. Campaña,B. Campaña,4. Endorsements,4. Endorsements
TW_518,D. Otros,A. Programático,7a. Personal (trivial),1a. Programática - Postura
TW_20440,C. Politics,A. Programático,6d. Referencia positiva (gobierno),1a. Programática - Postura
TW_26410,D. Otros,A. Programático,N/A (imposible de determinar),1a. Programática - Postura
FB_3893,B. Campaña,B. Campaña,2. Eventos de campaña | 6a. Referencia positiva (cand. presidencial),2. Eventos de campaña | 6a. Referencia positiva (cand. presidencial)
TW_19971,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial) | 8. Interacción con usuarios,6a. Referencia positiva (cand. presidencial)
TW_1037,B. Campaña,NA,4. Endorsements,
TW_1228,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura
TW_5425,C. Politics,C. Politics,5a. Ataque (personal),5a. Ataque (personal) | 8. Interacción con usuarios
TW_8440,D. Otros,D. Otros,8. Interacción con usuarios,N/A (imposible de determinar)
TW_26586,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios
TW_9305,A. Programático,B. Campaña,1a. Programática - Postura,6f. Referencia positiva (otros)
FB_3880,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_11180,D. Otros,D. Otros,10. Aparición en medios,10. Aparición en medios
TW_27200,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios
TW_22560,C. Politics,C. Politics,6b. Referencia positiva (partido),6b. Referencia positiva (partido)
FB_3316,D. Otros,B. Campaña,10. Aparición en medios | 6a. Referencia positiva (cand. presidencial),10. Aparición en medios | 6a. Referencia positiva (cand. presidencial)
TW_5646,A. Programático,B. Campaña,1a. Programática - Postura,3. Movilización de recursos
TW_8475,C. Politics,D. Otros,9. Utilidad pública | 5a. Ataque (personal),8. Interacción con usuarios
FB_2443,A. Programático,B. Campaña,1a. Programática - Postura,10. Aparición en medios
FB_3603,B. Campaña,B. Campaña,3. Movilización de recursos,2. Eventos de campaña
TW_11387,D. Otros,C. Politics,8. Interacción con usuarios,5b. Ataque (global)
FB_3499,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
FB_3341,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_23467,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial) | 6c. Referencia positiva (coalición)
TW_23708,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_2849,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_14201,C. Politics,C. Politics,5a. Ataque (personal),5a. Ataque (personal)
TW_20428,C. Politics,A. Programático,6a. Referencia positiva (cand. presidencial),1a. Programática - Postura
TW_19455,C. Politics,D. Otros,6a. Referencia positiva (cand. presidencial),10. Aparición en medios
TW_1975,C. Politics,C. Politics,5b. Ataque (global),5a. Ataque (personal) | 8. Interacción con usuarios
TW_4753,C. Politics,A. Programático,6b. Referencia positiva (partido),1a. Programática - Postura
TW_22770,D. Otros,D. Otros,9. Utilidad pública | 3. Movilización de recursos,9. Utilidad pública
TW_9199,C. Politics,C. Politics,6f. Referencia positiva (otros),6a. Referencia positiva (cand. presidencial) | 6c. Referencia positiva (coalición)
TW_24688,B. Campaña,NA,2. Eventos de campaña,
TW_9183,B. Campaña,B. Campaña,3. Movilización de recursos,3. Movilización de recursos
TW_15633,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_27203,D. Otros,C. Politics,6f. Referencia positiva (otros),6f. Referencia positiva (otros) | 8. Interacción con usuarios
TW_26581,D. Otros,A. Programático,7a. Personal (trivial),1a. Programática - Postura
TW_8851,B. Campaña,B. Campaña,10. Aparición en medios,10. Aparición en medios
TW_2698,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
FB_7000,A. Programático,A. Programático,1a. Programática - Postura,1b. Programática - Propuesta | 10. Aparición en medios
TW_16878,B. Campaña,B. Campaña,2. Eventos de campaña,3. Movilización de recursos
TW_4538,D. Otros,B. Campaña,8. Interacción con usuarios,10. Aparición en medios
FB_6291,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_21654,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_3052,B. Campaña,B. Campaña,2. Eventos de campaña | 3. Movilización de recursos,2. Eventos de campaña | 8. Interacción con usuarios
TW_1234,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_116,C. Politics,B. Campaña,6a. Referencia positiva (cand. presidencial),5a. Ataque (personal) | 3. Movilización de recursos
TW_5542,D. Otros,NA,9. Utilidad pública,
FB_7387,B. Campaña,D. Otros,2. Eventos de campaña,7a. Personal (trivial)
FB_1861,B. Campaña,D. Otros,2. Eventos de campaña,7a. Personal (trivial)
TW_10687,A. Programático,D. Otros,1a. Programática - Postura,8. Interacción con usuarios
TW_22471,C. Politics,B. Campaña,6b. Referencia positiva (partido),3. Movilización de recursos | 6b. Referencia positiva (partido)
FB_6855,B. Campaña,B. Campaña,4. Endorsements,2. Eventos de campaña
FB_4288,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_10943,C. Politics,D. Otros,6f. Referencia positiva (otros),N/A (imposible de determinar)
TW_9922,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_1257,B. Campaña,D. Otros,2. Eventos de campaña | 6a. Referencia positiva (cand. presidencial),4. Endorsements
TW_6377,C. Politics,C. Politics,6c. Referencia positiva (coalición),6a. Referencia positiva (cand. presidencial)
TW_15665,D. Otros,C. Politics,10. Aparición en medios | 8. Interacción con usuarios,10. Aparición en medios
FB_4586,B. Campaña,C. Politics,3. Movilización de recursos,6a. Referencia positiva (cand. presidencial)
TW_17493,C. Politics,D. Otros,6f. Referencia positiva (otros),8. Interacción con usuarios
TW_23935,C. Politics,C. Politics,5a. Ataque (personal) | 5b. Ataque (global),5b. Ataque (global)
FB_9443,D. Otros,B. Campaña,10. Aparición en medios,2. Eventos de campaña
TW_3459,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_3816,D. Otros,A. Programático,9. Utilidad pública,1a. Programática - Postura
FB_9789,B. Campaña,B. Campaña,3. Movilización de recursos,3. Movilización de recursos
TW_5796,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial)
FB_7843,D. Otros,D. Otros,7a. Personal (trivial),7a. Personal (trivial)
TW_1304,B. Campaña,D. Otros,10. Aparición en medios,10. Aparición en medios
TW_10863,B. Campaña,A. Programático,3. Movilización de recursos,1b. Programática - Propuesta
TW_20049,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial)
